"TypeNamespacePrefix","TypeName","QualifiedType","PropertyNamespacePrefix","PropertyName","QualifiedProperty","MinOccurs","MaxOccurs","Definition"
"j","PhysicalMailAssociationType","j:PhysicalMailAssociationType","j","RecipientPerson","j:RecipientPerson","0","unbounded",""
"j","PhysicalMailAssociationType","j:PhysicalMailAssociationType","j","SenderLocation","j:SenderLocation","0","unbounded",""
"j","PhysicalMailAssociationType","j:PhysicalMailAssociationType","j","SenderOrganization","j:SenderOrganization","0","unbounded",""
"j","PhysicalMailAssociationType","j:PhysicalMailAssociationType","j","SenderPerson","j:SenderPerson","0","unbounded",""
"j","PhysicalMailAssociationType","j:PhysicalMailAssociationType","j","PhysicalMailAssociationAugmentationPoint","j:PhysicalMailAssociationAugmentationPoint","0","unbounded",""
"j","PleaType","j:PleaType","j","PleaDescriptionText","j:PleaDescriptionText","0","unbounded",
"j","PleaType","j:PleaType","j","PleaGuiltyIndicator","j:PleaGuiltyIndicator","0","unbounded",
"j","PleaType","j:PleaType","j","PleaNegotiatedIndicator","j:PleaNegotiatedIndicator","0","unbounded",
"j","PleaType","j:PleaType","j","PleaNoContestIndicator","j:PleaNoContestIndicator","0","unbounded",
"j","PleaType","j:PleaType","j","PleaRecommendationText","j:PleaRecommendationText","0","unbounded",
"j","PleaType","j:PleaType","j","PleaCategoryAbstract","j:PleaCategoryAbstract","0","unbounded",""
"j","PleaType","j:PleaType","j","PleaAugmentationPoint","j:PleaAugmentationPoint","0","unbounded",""
"j","PostSentenceActionType","j:PostSentenceActionType","j","PostSentenceEventText","j:PostSentenceEventText","0","unbounded",""
"j","PostSentenceActionType","j:PostSentenceActionType","j","PostSentenceActionAugmentationPoint","j:PostSentenceActionAugmentationPoint","0","unbounded",""
"j","PreparingAgencyFinancialCompilationAssociationType","j:PreparingAgencyFinancialCompilationAssociationType","j","FinancialCompilation","j:FinancialCompilation","0","unbounded",""
"j","PreparingAgencyFinancialCompilationAssociationType","j:PreparingAgencyFinancialCompilationAssociationType","nc","Organization","nc:Organization","0","unbounded",""
"j","PreparingAgencyFinancialCompilationAssociationType","j:PreparingAgencyFinancialCompilationAssociationType","j","PreparingAgencyFinancialCompilationAssociationAugmentationPoint","j:PreparingAgencyFinancialCompilationAssociationAugmentationPoint","0","unbounded",""
"j","PreparingAgencyObligationComputationAssociationType","j:PreparingAgencyObligationComputationAssociationType","j","ObligationComputation","j:ObligationComputation","0","unbounded",""
"j","PreparingAgencyObligationComputationAssociationType","j:PreparingAgencyObligationComputationAssociationType","nc","Organization","nc:Organization","0","unbounded",""
"j","PreparingAgencyObligationComputationAssociationType","j:PreparingAgencyObligationComputationAssociationType","j","PreparingAgencyObligationComputationAssociationAugmentationPoint","j:PreparingAgencyObligationComputationAssociationAugmentationPoint","0","unbounded",""
"j","PresentenceInvestigationType","j:PresentenceInvestigationType","j","InvestigatorNarrative","j:InvestigatorNarrative","0","unbounded",""
"j","PresentenceInvestigationType","j:PresentenceInvestigationType","j","PreparingOfficialNote","j:PreparingOfficialNote","0","unbounded",""
"j","PresentenceInvestigationType","j:PresentenceInvestigationType","j","PreparingOfficialRecommendation","j:PreparingOfficialRecommendation","0","unbounded",""
"j","PresentenceInvestigationType","j:PresentenceInvestigationType","j","SentenceConfinementCreditDayQuantity","j:SentenceConfinementCreditDayQuantity","0","unbounded",""
"j","PresentenceInvestigationType","j:PresentenceInvestigationType","j","SubjectInterviewedIndicator","j:SubjectInterviewedIndicator","0","unbounded",""
"j","PresentenceInvestigationType","j:PresentenceInvestigationType","j","PresentenceInvestigationAugmentationPoint","j:PresentenceInvestigationAugmentationPoint","0","unbounded",""
"j","PretrialInvestigationType","j:PretrialInvestigationType","j","ArrestArraignmentDate","j:ArrestArraignmentDate","0","unbounded",""
"j","PretrialInvestigationType","j:PretrialInvestigationType","j","BailBondAmount","j:BailBondAmount","0","unbounded",""
"j","PretrialInvestigationType","j:PretrialInvestigationType","j","BailSetAmount","j:BailSetAmount","0","unbounded",""
"j","PretrialInvestigationType","j:PretrialInvestigationType","j","CourtAppearanceDate","j:CourtAppearanceDate","0","unbounded",""
"j","PretrialInvestigationType","j:PretrialInvestigationType","j","InvestigatorNarrative","j:InvestigatorNarrative","0","unbounded",""
"j","PretrialInvestigationType","j:PretrialInvestigationType","j","PreparingOfficialNote","j:PreparingOfficialNote","0","unbounded",""
"j","PretrialInvestigationType","j:PretrialInvestigationType","j","PreparingOfficialRecommendation","j:PreparingOfficialRecommendation","0","unbounded",""
"j","PretrialInvestigationType","j:PretrialInvestigationType","j","SubjectInterviewedIndicator","j:SubjectInterviewedIndicator","0","unbounded",""
"j","PretrialInvestigationType","j:PretrialInvestigationType","j","PretrialReleaseStatusAbstract","j:PretrialReleaseStatusAbstract","0","unbounded",""
"j","PretrialInvestigationType","j:PretrialInvestigationType","j","PretrialInvestigationAugmentationPoint","j:PretrialInvestigationAugmentationPoint","0","unbounded",""
"j","ProgramActivityType","j:ProgramActivityType","j","ProgramActivityCategoryAbstract","j:ProgramActivityCategoryAbstract","0","unbounded",""
"j","ProgramActivityType","j:ProgramActivityType","j","ProgramActivityLevelOfIntensityAbstract","j:ProgramActivityLevelOfIntensityAbstract","0","unbounded",""
"j","ProgramActivityType","j:ProgramActivityType","j","ProgramActivityOutcomeAbstract","j:ProgramActivityOutcomeAbstract","0","unbounded",""
"j","ProgramActivityType","j:ProgramActivityType","j","ProgramActivityQuantity","j:ProgramActivityQuantity","0","unbounded",""
"j","ProgramActivityType","j:ProgramActivityType","j","ProgramActivityStaffingRatioText","j:ProgramActivityStaffingRatioText","0","unbounded",""
"j","ProgramActivityType","j:ProgramActivityType","j","ProgramActivityAugmentationPoint","j:ProgramActivityAugmentationPoint","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramActivity","j:ProgramActivity","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramCalendarSchedule","j:ProgramCalendarSchedule","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramCaseworker","j:ProgramCaseworker","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramContract","j:ProgramContract","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramDefectFindingText","j:ProgramDefectFindingText","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramDescriptionOfServicesText","j:ProgramDescriptionOfServicesText","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramEnrollment","j:ProgramEnrollment","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramGenderRestrictionCategoryAbstract","j:ProgramGenderRestrictionCategoryAbstract","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramIncludesChildrenIndicator","j:ProgramIncludesChildrenIndicator","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramIncludesOffenderPopulationActivityIndicator","j:ProgramIncludesOffenderPopulationActivityIndicator","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramIncludesSeniorsIndicator","j:ProgramIncludesSeniorsIndicator","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramIncludesTestingIndicator","j:ProgramIncludesTestingIndicator","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramInServiceSchedule","j:ProgramInServiceSchedule","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramKeyAreasOfPracticeCategoryAbstract","j:ProgramKeyAreasOfPracticeCategoryAbstract","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramKeyPositionDescriptionText","j:ProgramKeyPositionDescriptionText","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramKeyPositionName","j:ProgramKeyPositionName","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramOverviewStatementText","j:ProgramOverviewStatementText","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramOwner","j:ProgramOwner","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramPlan","j:ProgramPlan","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramRequirementMinimumAge18Indicator","j:ProgramRequirementMinimumAge18Indicator","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramRequirementMinimumAge21Indicator","j:ProgramRequirementMinimumAge21Indicator","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramStaffMember","j:ProgramStaffMember","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramSupportedAlternativeLanguage","j:ProgramSupportedAlternativeLanguage","0","unbounded",""
"j","ProgramAugmentationType","j:ProgramAugmentationType","j","ProgramVerifiedDate","j:ProgramVerifiedDate","0","unbounded",""
"j","ProgramEnrollmentType","j:ProgramEnrollmentType","j","ProgramEnrollmentGoal","j:ProgramEnrollmentGoal","0","unbounded",""
"j","ProgramEnrollmentType","j:ProgramEnrollmentType","j","ProgramEnrollmentAugmentationPoint","j:ProgramEnrollmentAugmentationPoint","0","unbounded",""
"j","ProgramViolationType","j:ProgramViolationType","j","ProgramViolationCategoryAbstract","j:ProgramViolationCategoryAbstract","0","unbounded",""
"j","ProgramViolationType","j:ProgramViolationType","j","ProgramViolationDescriptionText","j:ProgramViolationDescriptionText","0","unbounded",""
"j","ProgramViolationType","j:ProgramViolationType","j","ProgramViolationID","j:ProgramViolationID","0","unbounded",""
"j","ProgramViolationType","j:ProgramViolationType","j","ProgramViolationOutcomeAbstract","j:ProgramViolationOutcomeAbstract","0","unbounded",""
"j","ProgramViolationType","j:ProgramViolationType","j","ProgramViolationRelatedOfficial","j:ProgramViolationRelatedOfficial","0","unbounded",""
"j","ProgramViolationType","j:ProgramViolationType","j","ProgramViolationAugmentationPoint","j:ProgramViolationAugmentationPoint","0","unbounded",""
"j","ProhibitedActDispositionAssociationType","j:ProhibitedActDispositionAssociationType","j","ProhibitedAct","j:ProhibitedAct","0","unbounded",""
"j","ProhibitedActDispositionAssociationType","j:ProhibitedActDispositionAssociationType","nc","Disposition","nc:Disposition","0","unbounded",""
"j","ProhibitedActDispositionAssociationType","j:ProhibitedActDispositionAssociationType","j","ProhibitedActDispositionAssociationAugmentationPoint","j:ProhibitedActDispositionAssociationAugmentationPoint","0","unbounded",""
"j","ProhibitedActType","j:ProhibitedActType","j","ProhibitedActAidingAbettingIndicator","j:ProhibitedActAidingAbettingIndicator","0","unbounded",""
"j","ProhibitedActType","j:ProhibitedActType","j","ProhibitedActRepetitionQuantity","j:ProhibitedActRepetitionQuantity","0","unbounded",""
"j","ProhibitedActType","j:ProhibitedActType","j","ProhibitedActAugmentationPoint","j:ProhibitedActAugmentationPoint","0","unbounded",""
"j","ProtectionOrderType","j:ProtectionOrderType","j","ProtectionOrderRestrictedPerson","j:ProtectionOrderRestrictedPerson","0","unbounded",
"j","ProtectionOrderType","j:ProtectionOrderType","j","ProtectionOrderBradyIndicator","j:ProtectionOrderBradyIndicator","0","unbounded",""
"j","ProtectionOrderType","j:ProtectionOrderType","j","ProtectionOrderConditionText","j:ProtectionOrderConditionText","0","unbounded",""
"j","ProtectionOrderType","j:ProtectionOrderType","j","ProtectionOrderConditionAbstract","j:ProtectionOrderConditionAbstract","0","unbounded",""
"j","ProtectionOrderType","j:ProtectionOrderType","j","ProtectionOrderAugmentationPoint","j:ProtectionOrderAugmentationPoint","0","unbounded",""
"j","RapSheetCycleType","j:RapSheetCycleType","j","RapSheetCycleEarliestDate","j:RapSheetCycleEarliestDate","0","unbounded",""
"j","RapSheetCycleType","j:RapSheetCycleType","j","RapSheetCycleTrackingIdentificationID","j:RapSheetCycleTrackingIdentificationID","0","unbounded",""
"j","RapSheetCycleType","j:RapSheetCycleType","j","RapSheetCycleCaveat","j:RapSheetCycleCaveat","0","unbounded",""
"j","RapSheetCycleType","j:RapSheetCycleType","j","RapSheetCycleAugmentationPoint","j:RapSheetCycleAugmentationPoint","0","unbounded",""
"j","RapSheetNonCriminalInformationType","j:RapSheetNonCriminalInformationType","j","RapSheetNonCriminalInformationAugmentationPoint","j:RapSheetNonCriminalInformationAugmentationPoint","0","unbounded",""
"j","RapSheetPersonBiometricsAssociationType","j:RapSheetPersonBiometricsAssociationType","j","RapSheetPersonBiometricsAssociationAugmentationPoint","j:RapSheetPersonBiometricsAssociationAugmentationPoint","0","unbounded",""
"j","RapSheetPersonDNAType","j:RapSheetPersonDNAType","j","RapSheetPersonDNAAugmentationPoint","j:RapSheetPersonDNAAugmentationPoint","0","unbounded",""
"j","RapSheetType","j:RapSheetType","j","Subject","j:Subject","0","unbounded",""
"j","RapSheetType","j:RapSheetType","j","RapSheetTripleIStatusText","j:RapSheetTripleIStatusText","0","unbounded",""
"j","RapSheetType","j:RapSheetType","j","RapSheetTransactionControlIdentification","j:RapSheetTransactionControlIdentification","0","unbounded",""
"j","RapSheetType","j:RapSheetType","j","RapSheetCaveat","j:RapSheetCaveat","0","unbounded",""
"j","RapSheetType","j:RapSheetType","j","RapSheetAttentionText","j:RapSheetAttentionText","0","unbounded",""
"j","RapSheetType","j:RapSheetType","j","RapSheetCycle","j:RapSheetCycle","0","unbounded",""
"j","RapSheetType","j:RapSheetType","j","RapSheetPurposeCode","j:RapSheetPurposeCode","0","unbounded",""
"j","RapSheetType","j:RapSheetType","j","RapSheetAugmentationPoint","j:RapSheetAugmentationPoint","0","unbounded",""
"j","ReferralAugmentationType","j:ReferralAugmentationType","j","ReferralApprovalAuthorityEntity","j:ReferralApprovalAuthorityEntity","0","unbounded",""
"j","ReferralAugmentationType","j:ReferralAugmentationType","j","ReferralConstraintDayTotalNumeric","j:ReferralConstraintDayTotalNumeric","0","unbounded",""
"j","ReferralAugmentationType","j:ReferralAugmentationType","j","ReferralCourtOrder","j:ReferralCourtOrder","0","unbounded",""
"j","ReferralAugmentationType","j:ReferralAugmentationType","j","ReferralDueDate","j:ReferralDueDate","0","unbounded",""
"j","ReferralAugmentationType","j:ReferralAugmentationType","j","ReferralServiceDeliveryProgram","j:ReferralServiceDeliveryProgram","0","unbounded",""
"j","RegisterActionType","j:RegisterActionType","j","RegisterActionDate","j:RegisterActionDate","0","unbounded",
"j","RegisterActionType","j:RegisterActionType","j","RegisterActionDescriptionText","j:RegisterActionDescriptionText","0","unbounded",
"j","RegisterActionType","j:RegisterActionType","j","RegisterActionJudge","j:RegisterActionJudge","0","unbounded",
"j","RegisterActionType","j:RegisterActionType","j","RegisterActionTitleText","j:RegisterActionTitleText","0","unbounded",
"j","RegisterActionType","j:RegisterActionType","j","RegisterActionAugmentationPoint","j:RegisterActionAugmentationPoint","0","unbounded",""
"j","RegisteredOffenderOffenseOfRegistrationAssociationType","j:RegisteredOffenderOffenseOfRegistrationAssociationType","j","RegisteredOffender","j:RegisteredOffender","0","unbounded",""
"j","RegisteredOffenderOffenseOfRegistrationAssociationType","j:RegisteredOffenderOffenseOfRegistrationAssociationType","j","Offense","j:Offense","0","unbounded",""
"j","RegisteredOffenderOffenseOfRegistrationAssociationType","j:RegisteredOffenderOffenseOfRegistrationAssociationType","j","RegisteredOffenderOffenseOfRegistrationAssociationAugmentationPoint","j:RegisteredOffenderOffenseOfRegistrationAssociationAugmentationPoint","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","nc","RoleOfPerson","nc:RoleOfPerson","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderAbsconderIndicator","j:RegisteredOffenderAbsconderIndicator","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderConditionsText","j:RegisteredOffenderConditionsText","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderConviction","j:RegisteredOffenderConviction","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderNonExpiringRegistrationIndicator","j:RegisteredOffenderNonExpiringRegistrationIndicator","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderRegistrationRequiredIndicator","j:RegisteredOffenderRegistrationRequiredIndicator","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderCourtOrder","j:RegisteredOffenderCourtOrder","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderDescriptionText","j:RegisteredOffenderDescriptionText","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderEndDate","j:RegisteredOffenderEndDate","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderEntryDate","j:RegisteredOffenderEntryDate","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderIdentification","j:RegisteredOffenderIdentification","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderPredatorIndicator","j:RegisteredOffenderPredatorIndicator","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderReportingCriteriaText","j:RegisteredOffenderReportingCriteriaText","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderReportingProfessionName","j:RegisteredOffenderReportingProfessionName","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderStartDate","j:RegisteredOffenderStartDate","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderStatusIndicator","j:RegisteredOffenderStatusIndicator","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderCategoryText","j:RegisteredOffenderCategoryText","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderCategoryAbstract","j:RegisteredOffenderCategoryAbstract","0","unbounded",""
"j","RegisteredOffenderType","j:RegisteredOffenderType","j","RegisteredOffenderAugmentationPoint","j:RegisteredOffenderAugmentationPoint","0","unbounded",""
"j","RegisterOfActionsType","j:RegisterOfActionsType","j","RegisterAction","j:RegisterAction","0","unbounded",
"j","RegisterOfActionsType","j:RegisterOfActionsType","j","RegisterOfActionsAugmentationPoint","j:RegisterOfActionsAugmentationPoint","0","unbounded",""
"j","ReleaseAugmentationType","j:ReleaseAugmentationType","j","ReleaseDateAdjustedDateRange","j:ReleaseDateAdjustedDateRange","0","unbounded",""
"j","ReleaseAugmentationType","j:ReleaseAugmentationType","j","ReleaseDateCategoryText","j:ReleaseDateCategoryText","0","unbounded",""
"j","ReleaseAugmentationType","j:ReleaseAugmentationType","j","ReleaseFundsAmount","j:ReleaseFundsAmount","0","unbounded",""
"j","ReleaseAugmentationType","j:ReleaseAugmentationType","j","ReleaseFundsDisperseIndicator","j:ReleaseFundsDisperseIndicator","0","unbounded",""
"j","ReleaseAugmentationType","j:ReleaseAugmentationType","j","ReleasePotentialDateRange","j:ReleasePotentialDateRange","0","unbounded",""
"j","ReleaseAugmentationType","j:ReleaseAugmentationType","j","ReleaseReview","j:ReleaseReview","0","unbounded",""
"j","ReleaseAugmentationType","j:ReleaseAugmentationType","j","ReleaseReviewDecision","j:ReleaseReviewDecision","0","unbounded",""
"j","ReleaseAugmentationType","j:ReleaseAugmentationType","j","ReleaseToFacility","j:ReleaseToFacility","0","unbounded",""
"j","ReleaseAugmentationType","j:ReleaseAugmentationType","j","ReleaseTransportationAssociation","j:ReleaseTransportationAssociation","0","unbounded",""
"j","ReleaseAugmentationType","j:ReleaseAugmentationType","j","ReleaseWitness","j:ReleaseWitness","0","unbounded",""
"j","ReleaseReviewDecisionType","j:ReleaseReviewDecisionType","j","ReleaseReviewDecisionBasisCommitmentText","j:ReleaseReviewDecisionBasisCommitmentText","0","unbounded",""
"j","ReleaseReviewDecisionType","j:ReleaseReviewDecisionType","j","ReleaseReviewDecisionBasisInstitutionalText","j:ReleaseReviewDecisionBasisInstitutionalText","0","unbounded",""
"j","ReleaseReviewDecisionType","j:ReleaseReviewDecisionType","j","ReleaseReviewDecisionBasisParoleText","j:ReleaseReviewDecisionBasisParoleText","0","unbounded",""
"j","ReleaseReviewDecisionType","j:ReleaseReviewDecisionType","j","ReleaseReviewDecisionBasisSafetyText","j:ReleaseReviewDecisionBasisSafetyText","0","unbounded",""
"j","ReleaseReviewDecisionType","j:ReleaseReviewDecisionType","j","ReleaseReviewDecisionNoActionTakenReasonText","j:ReleaseReviewDecisionNoActionTakenReasonText","0","unbounded",""
"j","ReleaseReviewDecisionType","j:ReleaseReviewDecisionType","j","ReleaseReviewDecisionNoIndicator","j:ReleaseReviewDecisionNoIndicator","0","unbounded",""
"j","ReleaseReviewDecisionType","j:ReleaseReviewDecisionType","j","ReleaseReviewDecisionRetainedIndicator","j:ReleaseReviewDecisionRetainedIndicator","0","unbounded",""
"j","ReleaseReviewDecisionType","j:ReleaseReviewDecisionType","j","ReleaseReviewDecisionAugmentationPoint","j:ReleaseReviewDecisionAugmentationPoint","0","unbounded",""
"j","RiskType","j:RiskType","j","RiskLevelAbstract","j:RiskLevelAbstract","0","unbounded",""
"j","RiskType","j:RiskType","j","RiskScoreValue","j:RiskScoreValue","0","unbounded",""
"j","RiskType","j:RiskType","j","RiskAugmentationPoint","j:RiskAugmentationPoint","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionAdultSentenceIndicator","j:SanctionAdultSentenceIndicator","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionConcurrentIndicator","j:SanctionConcurrentIndicator","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionDaysSuspendedQuantity","j:SanctionDaysSuspendedQuantity","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionDescriptionText","j:SanctionDescriptionText","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionCreditedObligation","j:SanctionCreditedObligation","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionDisciplinaryAction","j:SanctionDisciplinaryAction","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionFrequencyText","j:SanctionFrequencyText","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionGroupingText","j:SanctionGroupingText","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionIssuingAgency","j:SanctionIssuingAgency","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionJurisdictionalAgency","j:SanctionJurisdictionalAgency","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionProgress","j:SanctionProgress","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionRelatedChargeDispositionText","j:SanctionRelatedChargeDispositionText","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionRelatedSanctionIdentification","j:SanctionRelatedSanctionIdentification","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionSentenceDefinitionIndicator","j:SanctionSentenceDefinitionIndicator","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionSetDate","j:SanctionSetDate","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionSetObligation","j:SanctionSetObligation","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionStayedObligation","j:SanctionStayedObligation","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionSuspendedObligation","j:SanctionSuspendedObligation","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionCategoryText","j:SanctionCategoryText","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SentenceSeverityLevel","j:SentenceSeverityLevel","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SentencingGuideline","j:SentencingGuideline","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SentencingGuidelineDepartureReasonText","j:SentencingGuidelineDepartureReasonText","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SentencingGuidelineDepartureCategoryText","j:SentencingGuidelineDepartureCategoryText","0","unbounded",""
"j","SanctionType","j:SanctionType","j","SanctionAugmentationPoint","j:SanctionAugmentationPoint","0","unbounded",""
"j","SecuritiesAugmentationType","j:SecuritiesAugmentationType","j","SecuritiesMaturityDate","j:SecuritiesMaturityDate","0","unbounded",""
"j","SecuritiesAugmentationType","j:SecuritiesAugmentationType","j","SecuritiesRansomMoneyAbstract","j:SecuritiesRansomMoneyAbstract","0","unbounded",""
"j","SentenceComputationAdjustmentType","j:SentenceComputationAdjustmentType","j","AdjustmentDayQuantity","j:AdjustmentDayQuantity","0","unbounded",""
"j","SentenceComputationAdjustmentType","j:SentenceComputationAdjustmentType","j","AdjustmentReasonText","j:AdjustmentReasonText","0","unbounded",""
"j","SentenceComputationAdjustmentType","j:SentenceComputationAdjustmentType","j","SentenceComputationAdjustmentAugmentationPoint","j:SentenceComputationAdjustmentAugmentationPoint","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","SentenceComputationActualSatisfactionDate","j:SentenceComputationActualSatisfactionDate","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","SentenceComputationActualSatisfactionMethodText","j:SentenceComputationActualSatisfactionMethodText","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","SentenceComputationAdjustment","j:SentenceComputationAdjustment","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","SentenceComputationBeganDate","j:SentenceComputationBeganDate","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","SentenceComputationProjectedSatisfactionDate","j:SentenceComputationProjectedSatisfactionDate","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","SentenceComputationProjectedSatisfactionMethodText","j:SentenceComputationProjectedSatisfactionMethodText","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","SentenceComputationTerm","j:SentenceComputationTerm","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","SentenceComputationTotalInoperativeDayQuantity","j:SentenceComputationTotalInoperativeDayQuantity","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","SentenceConfinementCreditDayQuantity","j:SentenceConfinementCreditDayQuantity","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","SentenceExpirationDate","j:SentenceExpirationDate","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","TermDeathIndicator","j:TermDeathIndicator","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","TermDuration","j:TermDuration","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","TermLifeIndicator","j:TermLifeIndicator","0","unbounded",""
"j","SentenceComputationType","j:SentenceComputationType","j","SentenceComputationAugmentationPoint","j:SentenceComputationAugmentationPoint","0","unbounded",""
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationAggravatedIndicator","j:SentenceModificationAggravatedIndicator","0","unbounded",
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationCharge","j:SentenceModificationCharge","0","unbounded",
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationConfinementCreditDayQuantity","j:SentenceModificationConfinementCreditDayQuantity","0","unbounded",
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationConfinementCreditIndicator","j:SentenceModificationConfinementCreditIndicator","0","unbounded",
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationDismissalIndicator","j:SentenceModificationDismissalIndicator","0","unbounded",
"j","SentenceModificationType","j:SentenceModificationType","j","SentenceModificationDismissalRemainingCase","j:SentenceModificationDismissalRemainingCase","0","unbounded",
