"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"mo","RangeSettingData","mo:RangeSettingData",1,0,"","","","A setting that is specified by a value or measure within a given range.","mo","RangeValueSettingDataType","mo:RangeValueSettingDataType","mo","ValueSettingData","mo:ValueSettingData"
"mo","RangeValueSettingDataAugmentationPoint","mo:RangeValueSettingDataAugmentationPoint",1,1,"","","","An augmentation point for type mo:RangeValueSettingDataType",,,,,,
"mo","RegisteredServiceNameCode","mo:RegisteredServiceNameCode",1,0,"","","","A code indicating registered service name.","mo","RegisteredServiceNameCodeType","mo:RegisteredServiceNameCodeType",,,
"mo","RelativeOrientationAugmentationPoint","mo:RelativeOrientationAugmentationPoint",1,1,"","","","An augmentation point for type mo:RelativeOrientationType",,,,,,
"mo","ReleasabilityText","mo:ReleasabilityText",1,0,"","","","An element for releasability information.","nc","TextType","nc:TextType",,,
"mo","RequiredLevelOfAccessCode","mo:RequiredLevelOfAccessCode",1,0,"","","","A level of target access required by the weapon.","mo","AccessLevelCodeType","mo:AccessLevelCodeType",,,
"mo","ResourceDomainIdentification","mo:ResourceDomainIdentification",1,0,"","","","A domain specific identification of a resource.","mo","ResourceIdentificationType","mo:ResourceIdentificationType",,,
"mo","ResourceFormat","mo:ResourceFormat",1,0,"","","","An element for information about the file format, physical medium, or dimensions of the resource.","mo","ResourceFormatType","mo:ResourceFormatType",,,
"mo","ResourceFormatAugmentationPoint","mo:ResourceFormatAugmentationPoint",1,1,"","","","An augmentation point for type mo:ResourceFormatType",,,,,,
"mo","ResourceGlobalIdentification","mo:ResourceGlobalIdentification",1,0,"","","","A universal, unambiguous (unique) reference identification of a resource.","mo","ResourceIdentificationType","mo:ResourceIdentificationType",,,
"mo","ResourceID","mo:ResourceID",1,0,"","","","A unique identifier of a resource.","niem-xs","string","niem-xs:string","mo","ResourceIDAbstract","mo:ResourceIDAbstract"
"mo","ResourceIDAbstract","mo:ResourceIDAbstract",1,1,"","","","A data concept for a resource identifier.",,,,,,
"mo","ResourceIdentificationAugmentationPoint","mo:ResourceIdentificationAugmentationPoint",1,1,"","","","An augmentation point for type mo:ResourceIdentificationType",,,,,,
"mo","ResourceURI","mo:ResourceURI",1,0,"","","","A uniform resource identifier (URI) of a resource.","niem-xs","anyURI","niem-xs:anyURI","mo","ResourceIDAbstract","mo:ResourceIDAbstract"
"mo","ResourceUUID","mo:ResourceUUID",1,0,"","","","A 128-bit Universally Unique Identifier (UUID) of a resource.","mo","UUIDType","mo:UUIDType","mo","ResourceIDAbstract","mo:ResourceIDAbstract"
"mo","RetentionDate","mo:RetentionDate",1,0,"","","","A date for the end of a specified retention period.","nc","DateType","nc:DateType",,,
"mo","RoleOfFacility","mo:RoleOfFacility",1,0,"","","","A facility, of which the containing object is a role.","nc","FacilityType","nc:FacilityType","nc","RoleOfAbstract","nc:RoleOfAbstract"
"mo","RoleOfSensor","mo:RoleOfSensor",1,0,"","","","A sensor, of which the containing object is a role.","mo","SensorType","mo:SensorType","nc","RoleOfAbstract","nc:RoleOfAbstract"
"mo","RoleOfUnit","mo:RoleOfUnit",1,0,"","","","A unit, of which the containing object is a role.","mo","UnitType","mo:UnitType","nc","RoleOfAbstract","nc:RoleOfAbstract"
"mo","RollChangeValue","mo:RollChangeValue",1,0,"","","","A rate of change of angle of rotation of a thing about its longitudinal axis, measured in degrees per second.","nc","Degree180PlusMinusType","nc:Degree180PlusMinusType",,,
"mo","ScanSector","mo:ScanSector",1,0,"","","","A sector scanned by a device; defined by a radial sweep from the device location.","mo","ScanSectorType","mo:ScanSectorType",,,
"mo","ScanSectorAugmentationPoint","mo:ScanSectorAugmentationPoint",1,1,"","","","An augmentation point for type mo:ScanSectorType",,,,,,
"mo","SectorDistanceMaximumMeasure","mo:SectorDistanceMaximumMeasure",1,0,"","","","A maximum distance measure of a sector.","nc","LengthMeasureType","nc:LengthMeasureType",,,
"mo","SectorDistanceMinimumMeasure","mo:SectorDistanceMinimumMeasure",1,0,"","","","A minimum distance measure of a sector.","nc","LengthMeasureType","nc:LengthMeasureType",,,
"mo","SectorElevationAngle","mo:SectorElevationAngle",1,0,"","","","An elevation angle of a sector.","mo","VerticalAngularMeasureType","mo:VerticalAngularMeasureType",,,
"mo","SectorMaximumAzimuthMeasure","mo:SectorMaximumAzimuthMeasure",1,0,"","","","A maximum azimuth of a sector.","mo","HorizontalAngularMeasureType","mo:HorizontalAngularMeasureType",,,
"mo","SectorMinimumAzimuthMeasure","mo:SectorMinimumAzimuthMeasure",1,0,"","","","A minimum azimuth of a sector.","mo","HorizontalAngularMeasureType","mo:HorizontalAngularMeasureType",,,
"mo","SectorName","mo:SectorName",1,0,"","","","A name of an area designated by boundaries within which a unit operates, and for which it is responsible.","nc","TextType","nc:TextType",,,
"mo","SecurityClassificationAbstract","mo:SecurityClassificationAbstract",1,1,"","","","A data concept for an information security classification level.",,,,,,
"mo","SecurityClassificationCode","mo:SecurityClassificationCode",1,0,"","","","An information security classification level.","mo","SecurityClassificationCodeType","mo:SecurityClassificationCodeType","mo","SecurityClassificationAbstract","mo:SecurityClassificationAbstract"
"mo","SecurityClassificationInformation","mo:SecurityClassificationInformation",1,0,"","","","An element for security classification information.","mo","SecurityClassificationInformationType","mo:SecurityClassificationInformationType",,,
"mo","SecurityClassificationInformationAugmentationPoint","mo:SecurityClassificationInformationAugmentationPoint",1,1,"","","","An augmentation point for type mo:SecurityClassificationInformationType",,,,,,
"mo","SecurityClassificationText","mo:SecurityClassificationText",1,0,"","","","An information security classification level.","nc","TextType","nc:TextType","mo","SecurityClassificationAbstract","mo:SecurityClassificationAbstract"
"mo","SecurityScopeCode","mo:SecurityScopeCode",1,0,"","","","A code for the different areas of software security that can be affected by exploiting a weakness.","mo","SecurityScopeCodeType","mo:SecurityScopeCodeType",,,
"mo","Sensor","mo:Sensor",1,0,"","","","A device which detects or measures a physical property.","mo","SensorType","mo:SensorType",,,
"mo","SensorAugmentationPoint","mo:SensorAugmentationPoint",1,1,"","","","An augmentation point for type mo:SensorType",,,,,,
"mo","SensorIdentification","mo:SensorIdentification",1,0,"","","","An identification of a sensor.","nc","IdentificationType","nc:IdentificationType",,,
"mo","ServicePortValue","mo:ServicePortValue",1,0,"","","","A network layer port for a service.","mo","NetworkLayerPortValueType","mo:NetworkLayerPortValueType",,,
"mo","ServiceVersionREGEXMatchPatternText","mo:ServiceVersionREGEXMatchPatternText",1,0,"","","","A regular expression pattern matching string for matching a service version.","niem-xs","string","niem-xs:string",,,
"mo","ServiceVersionText","mo:ServiceVersionText",1,0,"","","","A description of a service version.","nc","TextType","nc:TextType",,,
"mo","Setting","mo:Setting",1,0,"","","","A set of information about a configuration setting.","mo","SettingType","mo:SettingType",,,
"mo","SettingAugmentationPoint","mo:SettingAugmentationPoint",1,1,"","","","An augmentation point for type mo:SettingType",,,,,,
"mo","SettingCode","mo:SettingCode",1,0,"","","","A coded value option for a setting.","nc","CodeType","nc:CodeType","mo","SettingCodeAbstract","mo:SettingCodeAbstract"
"mo","SettingCodeAbstract","mo:SettingCodeAbstract",1,1,"","","","A data concept for a coded value option for a setting.",,,,,,
"mo","SettingCodeText","mo:SettingCodeText",1,0,"","","","A coded value option for a setting.","nc","TextType","nc:TextType","mo","SettingCodeAbstract","mo:SettingCodeAbstract"
"mo","SettingData","mo:SettingData",1,0,"","","","A value or set of data for a setting.","mo","SettingDataType","mo:SettingDataType",,,
"mo","SettingDataAugmentationPoint","mo:SettingDataAugmentationPoint",1,1,"","","","An augmentation point for type mo:SettingDataType",,,,,,
"mo","SettingDataRepresentation","mo:SettingDataRepresentation",1,1,"","","","A data concept for a representation of a setting.",,,,,,
"mo","SettingDescriptionText","mo:SettingDescriptionText",1,0,"","","","A description of a setting.","nc","TextType","nc:TextType",,,
"mo","SettingDisplayElementAbstract","mo:SettingDisplayElementAbstract",1,1,"","","","A data concept for a kind of element that may be used to represent the setting in a user display.",,,,,,
"mo","SettingEnabledIndicator","mo:SettingEnabledIndicator",1,0,"","","","True if a setting is enabled; false otherwise.","niem-xs","boolean","niem-xs:boolean",,,
"mo","SettingExclusiveControlIndicator","mo:SettingExclusiveControlIndicator",1,0,"","","","True if a setting requires exclusive control; false otherwise.","niem-xs","boolean","niem-xs:boolean",,,
"mo","SettingID","mo:SettingID",1,0,"","","","An identifier of a setting.","niem-xs","string","niem-xs:string",,,
"mo","SettingIncrementMeasure","mo:SettingIncrementMeasure",1,0,"","","","A smallest allowable increment measure for setting data.","nc","MeasureType","nc:MeasureType",,,
"mo","SettingMaximumMeasure","mo:SettingMaximumMeasure",1,0,"","","","A maximum allowable value or measure for a setting.","nc","MeasureType","nc:MeasureType",,,
"mo","SettingMeasure","mo:SettingMeasure",1,0,"","","","A value or measure for a setting.","nc","MeasureType","nc:MeasureType",,,
"mo","SettingMinimumMeasure","mo:SettingMinimumMeasure",1,0,"","","","A minimum allowable value or measure for a setting.","nc","MeasureType","nc:MeasureType",,,
"mo","SettingMultipleValuesAllowedIndicator","mo:SettingMultipleValuesAllowedIndicator",1,0,"","","","True if a setting allows for multiple values to be selected; false if only one selected value is allowed.","niem-xs","boolean","niem-xs:boolean",,,
"mo","SettingName","mo:SettingName",1,0,"","","","A name of a setting.","nc","TextType","nc:TextType",,,
"mo","SettingPresetData","mo:SettingPresetData",1,0,"","","","An original value or set of data given for a setting.","mo","SettingDataType","mo:SettingDataType",,,
"mo","SettingReadOnlyIndicator","mo:SettingReadOnlyIndicator",1,0,"","","","True if a setting is read only; false otherwise.","niem-xs","boolean","niem-xs:boolean",,,
"mo","SettingSelectedIndicator","mo:SettingSelectedIndicator",1,0,"","","","True if a setting has been selected; false if a setting has not been selected.","niem-xs","boolean","niem-xs:boolean",,,
"mo","SettingUnitText","mo:SettingUnitText",1,0,"","","","A unit of measure for a setting.","nc","TextType","nc:TextType",,,
"mo","Signal","mo:Signal",1,0,"","","","A detectable physical quantity or impulse (as a voltage, current, or magnetic field strength) by which messages or information can be transmitted.","mo","SignalType","mo:SignalType",,,
"mo","SignalAugmentationPoint","mo:SignalAugmentationPoint",1,1,"","","","An augmentation point for type mo:SignalType",,,,,,
"mo","SignalDirectionAbstract","mo:SignalDirectionAbstract",1,1,"","","","A data concept for a direction of a signal link.",,,,,,
"mo","SignalDirectionCode","mo:SignalDirectionCode",1,0,"","","","A direction of a signal link.","mo","SignalDirectionCodeType","mo:SignalDirectionCodeType","mo","SignalDirectionAbstract","mo:SignalDirectionAbstract"
"mo","SignalDirectionText","mo:SignalDirectionText",1,0,"","","","A direction of a signal link.","nc","TextType","nc:TextType","mo","SignalDirectionAbstract","mo:SignalDirectionAbstract"
"mo","SlopeValue","mo:SlopeValue",1,0,"","","","A direction of vertical motion, measured in degrees; -90 indicates motion toward the center of the Earth.","nc","Degree90PlusMinusType","nc:Degree90PlusMinusType",,,
"mo","SoftwareAugmentationPoint","mo:SoftwareAugmentationPoint",1,1,"","","","An augmentation point for type mo:SoftwareType",,,,,,
"mo","Sortie","mo:Sortie",1,0,"","","","An operational flight by one aircraft in an air operation.","mo","SortieType","mo:SortieType",,,
"mo","SortieAugmentationPoint","mo:SortieAugmentationPoint",1,1,"","","","An augmentation point for type mo:SortieType",,,,,,
"mo","SortieIdentification","mo:SortieIdentification",1,0,"","","","An identification for a Sortie.","nc","IdentificationType","nc:IdentificationType",,,
"mo","SpecialAccessRequirementText","mo:SpecialAccessRequirementText",1,0,"","","","A program established for a specific class of classified information that imposes safeguarding and access requirements that exceed those normally required for information at the same classification level. (Presidential Executive Order 13526)","nc","TextType","nc:TextType",,,
"mo","SpeedMeasureAugmentation","mo:SpeedMeasureAugmentation",1,0,"","","","Additional information about a speed measure.","mo","SpeedMeasureAugmentationType","mo:SpeedMeasureAugmentationType","nc","SpeedMeasureAugmentationPoint","nc:SpeedMeasureAugmentationPoint"
"mo","SubjectPublicKeyAlgorithmText","mo:SubjectPublicKeyAlgorithmText",1,0,"","","","A Public Key Algorithm is the algorithm with which to encrypt data being sent to the subject.","nc","TextType","nc:TextType",,,
"mo","SubjectPublicKeyAugmentationPoint","mo:SubjectPublicKeyAugmentationPoint",1,1,"","","","An augmentation point for type mo:SubjectPublicKeyType",,,,,,
"mo","SubjectPublicKeyExponentText","mo:SubjectPublicKeyExponentText",1,0,"","","","An exponent portion of a public key.","niem-xs","int","niem-xs:int",,,
"mo","SubjectPublicKeyModulusText","mo:SubjectPublicKeyModulusText",1,0,"","","","A modulus portion of a public key.","niem-xs","string","niem-xs:string",,,
"mo","SupportingDocumentation","mo:SupportingDocumentation",1,0,"","","","A document that provides additional supporting information.","nc","DocumentType","nc:DocumentType",,,
"mo","SupportingMissionEssentialTask","mo:SupportingMissionEssentialTask",1,0,"","","","A set of specific activities that contribute to accomplishment of a joint mission-essential task. Supporting tasks associated with a command or AMETL are accomplished by the JS or subordinate commands or agencies.","mo","MissionEssentialTaskType","mo:MissionEssentialTaskType",,,
"mo","SystemService","mo:SystemService",1,0,"","","","A description of an operation system service.","mo","SystemServiceType","mo:SystemServiceType",,,
"mo","SystemServiceAugmentationPoint","mo:SystemServiceAugmentationPoint",1,1,"","","","An augmentation point for type mo:SystemServiceType",,,,,,
"mo","SystemServiceMatch","mo:SystemServiceMatch",1,0,"","","","A description of an operation system service matching pattern.","mo","SystemServiceMatchType","mo:SystemServiceMatchType",,,
"mo","SystemServiceMatchAugmentationPoint","mo:SystemServiceMatchAugmentationPoint",1,1,"","","","An augmentation point for type mo:SystemServiceMatchType",,,,,,
"mo","Target","mo:Target",1,0,"","","","A role of an entity or object considered for possible engagement or other action.","mo","TargetType","mo:TargetType",,,
"mo","TargetArtifactCreatedText","mo:TargetArtifactCreatedText",1,0,"","","","A description of an artifact created on the targeted machine, such as registry keys or files.","nc","TextType","nc:TextType",,,
"mo","TargetAugmentationPoint","mo:TargetAugmentationPoint",1,1,"","","","An augmentation point for type mo:TargetType",,,,,,
"mo","TargetComponentText","mo:TargetComponentText",1,0,"","","","A text field that specifies the component which is being specifically targeted by the weapon, e.g., computer application, operating system, hardware component, network, SCADA, telephony, video, etc.","nc","TextType","nc:TextType",,,
"mo","TargetDegradePercent","mo:TargetDegradePercent",1,0,"","","","A decimal value that indicates percentage or amount the target is degraded.","niem-xs","decimal","niem-xs:decimal",,,
"mo","TargetDescriptionText","mo:TargetDescriptionText",1,0,"","","","A description of a target.","nc","TextType","nc:TextType",,,
"mo","TargetedSoftware","mo:TargetedSoftware",1,0,"","","","A detailed description of the target software using the Common Platform Enumeration Standard.","mo","SoftwareType","mo:SoftwareType",,,
"mo","TargetIdentification","mo:TargetIdentification",1,0,"","","","An identification of a target.","nc","IdentificationType","nc:IdentificationType",,,
"mo","TargetLocation","mo:TargetLocation",1,0,"","","","A geographic coordinate of the target.","nc","LocationType","nc:LocationType",,,
"mo","TargetResultingDamage","mo:TargetResultingDamage",1,0,"","","","A quantitative extent of physical damage to a target resulting from the application of military force.","mo","DamageType","mo:DamageType",,,
"mo","TargetSettingText","mo:TargetSettingText",1,0,"","","","A text version of specific settings for the target.","nc","TextType","nc:TextType","mo","TargetTestSettingAbstract","mo:TargetTestSettingAbstract"
"mo","TargetSignificanceDescriptionText","mo:TargetSignificanceDescriptionText",1,0,"","","","A description of the significance of a target.","nc","TextType","nc:TextType",,,
"mo","TargetTestConfigurationExposedVulnerabilityName","mo:TargetTestConfigurationExposedVulnerabilityName",1,0,"","","","A name of a target test configuration vulnerability.","mo","CVEIDType","mo:CVEIDType",,,
"mo","TargetTestConfigurationID","mo:TargetTestConfigurationID",1,0,"","","","A target test configuration identifier.","niem-xs","string","niem-xs:string",,,
"mo","TargetTestConfigurationName","mo:TargetTestConfigurationName",1,0,"","","","A name of a target test configuration.","nc","TextType","nc:TextType",,,
"mo","TargetTestInstalledDependencyCondition","mo:TargetTestInstalledDependencyCondition",1,0,"","","","A detailed list of installed dependency conditions.","mo","InstalledDependencyConditionType","mo:InstalledDependencyConditionType",,,
"mo","TargetTestInstalledService","mo:TargetTestInstalledService",1,0,"","","","An installed system service.","mo","SystemServiceType","mo:SystemServiceType",,,
"mo","TargetTestInstalledSoftware","mo:TargetTestInstalledSoftware",1,0,"","","","An installed software package.","mo","SoftwareType","mo:SoftwareType",,,
"mo","TargetTestSettingAbstract","mo:TargetTestSettingAbstract",1,1,"","","","A data concept for representation of specific settings for the target.",,,,,,
"mo","TaskAugmentation","mo:TaskAugmentation",1,0,"","","","Additional information about a task.","mo","TaskAugmentationType","mo:TaskAugmentationType","nc","TaskAugmentationPoint","nc:TaskAugmentationPoint"
"mo","TaskNumberText","mo:TaskNumberText",1,0,"","","","A hierarchical number that identifies a specific task.","niem-xs","string","niem-xs:string",,,
"mo","TaskPerformingUnit","mo:TaskPerformingUnit",1,0,"","","","A unit that is/was/will be performing the task.","mo","UnitType","mo:UnitType",,,
"mo","TaskResponsibleUnit","mo:TaskResponsibleUnit",1,0,"","","","A unit assigned to complete a clearly defined action or activity as it is imposed by an appropriate authority.","mo","UnitType","mo:UnitType",,,
"mo","TaskSupportedMission","mo:TaskSupportedMission",1,0,"","","","A mission that is enabled by the performance of a clearly defined action or activity specifically assigned to an individual or organization that must be done as it is imposed by an appropriate authority.","nc","MissionType","nc:MissionType",,,
"mo","TaskUUID","mo:TaskUUID",1,0,"","","","An identifier for a 128 bit Universally Unique ID (UUID) for a task.","mo","UUIDType","mo:UUIDType",,,
"mo","TechnicalImpactCode","mo:TechnicalImpactCode",1,0,"","","","A negative technical impact that can result from an attack.","mo","TechnicalImpactCodeType","mo:TechnicalImpactCodeType",,,
"mo","TelephoneNumberCategoryCode","mo:TelephoneNumberCategoryCode",1,0,"","","","A kind of telephone number.","mo","TelephoneNumberCategoryCodeType","mo:TelephoneNumberCategoryCodeType","nc","TelephoneNumberCategoryAbstract","nc:TelephoneNumberCategoryAbstract"
"mo","TestDescriptionText","mo:TestDescriptionText",1,0,"","","","A description of the purpose of the test.","nc","TextType","nc:TextType",,,
"mo","TestDocumentation","mo:TestDocumentation",1,0,"","","","A container for the test documentation.","mo","TestDocumentationType","mo:TestDocumentationType",,,
"mo","TestDocumentationAugmentationPoint","mo:TestDocumentationAugmentationPoint",1,1,"","","","An augmentation point for type mo:TestDocumentationType",,,,,,
"mo","TestEndDate","mo:TestEndDate",1,0,"","","","A date of the end of the test.","nc","DateType","nc:DateType",,,
"mo","TestFailureQuantity","mo:TestFailureQuantity",1,0,"","","","A number of tests generating a failure outcome.","nc","QuantityType","nc:QuantityType",,,
"mo","TestNoResultComment","mo:TestNoResultComment",1,0,"","","","A remark, explanation, or observation regarding cause of the no result.","nc","CommentType","nc:CommentType",,,
"mo","TestNoResultQuantity","mo:TestNoResultQuantity",1,0,"","","","A number of tests generating a no result outcome.","nc","QuantityType","nc:QuantityType",,,
"mo","TestOrganization","mo:TestOrganization",1,0,"","","","An organization responsible for conducting the test.","nc","OrganizationType","nc:OrganizationType",,,
"mo","TestPlanDocument","mo:TestPlanDocument",1,0,"","","","A document containing the test plan in its original form.","nc","DocumentType","nc:DocumentType",,,
"mo","TestRawDataDocument","mo:TestRawDataDocument",1,0,"","","","A document holding the raw unprocessed test data.","nc","DocumentType","nc:DocumentType",,,
"mo","TestReportDocument","mo:TestReportDocument",1,0,"","","","A document containing the test report in its original form.","nc","DocumentType","nc:DocumentType",,,
"mo","TestStartDate","mo:TestStartDate",1,0,"","","","A date of the start of the test.","nc","DateType","nc:DateType",,,
"mo","TestSuccessQuantity","mo:TestSuccessQuantity",1,0,"","","","A number of tests generating a success outcome.","nc","QuantityType","nc:QuantityType",,,
"mo","Track","mo:Track",1,0,"contact, possible contact, detection, target, existence hypothesis","","ASW COI Track definition:  A description of how something (which may or may not be specified) behaves or changes over some period of time.  That behavior often involves the position and kinematics of the thing being tracked, and is typically based on measurements/observations and the analysis thereof.
JP 1-02 Track definition #3: 3. To lock onto a point of radiation and obtain guidance therefrom. 
JP 1-02 Track definition #4: To keep a gun properly aimed, or to point continuously a target-locating instrument at a moving target.
JP 1-02 Track definition #5: The actual path of an aircraft above or a ship on the surface of the Earth.","A series of related contacts displayed on a data display console or other display device.  A series of successive positions of a moving object for display or recording purposes.","mo","TrackType","mo:TrackType",,,
"mo","TrackAugmentationPoint","mo:TrackAugmentationPoint",1,1,"","","","An augmentation point for type mo:TrackType",,,,,,
"mo","TrackIdentification","mo:TrackIdentification",1,0,"","","","An identification of a track.","nc","IdentificationType","nc:IdentificationType",,,
"mo","TrackLocationBoundingArea","mo:TrackLocationBoundingArea",1,0,"","","","A geographic area encompassing a set of positions of a track.","nc","LocationType","nc:LocationType",,,
"mo","TrackPoint","mo:TrackPoint",1,0,"","","","A point in a series of related contacts displayed on a data display console or other display device.","mo","TrackPointType","mo:TrackPointType",,,
"mo","TrackPointAugmentationPoint","mo:TrackPointAugmentationPoint",1,1,"","","","An augmentation point for type mo:TrackPointType",,,,,,
"mo","TrackPointLocation","mo:TrackPointLocation",1,0,"","","","A tracked object location.","nc","LocationType","nc:LocationType",,,
"mo","TransportLayerPortStateCode","mo:TransportLayerPortStateCode",1,0,"","","","A code indicating the states of a transport layer port.","mo","TransportLayerPortStateCodeType","mo:TransportLayerPortStateCodeType",,,
"mo","TransportLayerProtocolCode","mo:TransportLayerProtocolCode",1,0,"","","","A code indicating common internet transport layer protocol codes.","mo","TransportLayerProtocolCodeType","mo:TransportLayerProtocolCodeType",,,
"mo","Tripwire","mo:Tripwire",1,0,"","","","A unique line of detection, comprised of two or more location points, that intruders cannot cross.","mo","TripwireType","mo:TripwireType",,,
"mo","TripwireAugmentationPoint","mo:TripwireAugmentationPoint",1,1,"","","","An augmentation point for type mo:TripwireType",,,,,,
"mo","TripwireDirectionCode","mo:TripwireDirectionCode",1,0,"","","","A direction of travel for a tripwire.","mo","TripwireDirectionCodeType","mo:TripwireDirectionCodeType",,,
"mo","TripwirePointLocation","mo:TripwirePointLocation",1,0,"","","","A location of a tripwire point or end.","nc","LocationType","nc:LocationType",,,
"mo","UncertaintyComputationMethodAbstract","mo:UncertaintyComputationMethodAbstract",1,1,"","","","A data concept for a representation of a computation method to use.",,,,,,
"mo","UncertaintyFunctionalUseCode","mo:UncertaintyFunctionalUseCode",1,0,"","","","A code indicating the functional use of the uncertainty.","mo","UncertaintyFunctionalUseCodeType","mo:UncertaintyFunctionalUseCodeType",,,
"mo","UncertaintyMetadata","mo:UncertaintyMetadata",1,0,"","","","Information that further qualifies the uncertainty in primary data; uncertainty data about data.","mo","UncertaintyMetadataType","mo:UncertaintyMetadataType",,,
"mo","UncertaintyQualityMethodCode","mo:UncertaintyQualityMethodCode",1,0,"","","","A code indicating the method used to derive the uncertainty.","mo","UncertaintyQualityMethodCodeType","mo:UncertaintyQualityMethodCodeType",,,
"mo","UncertaintyQualityStrengthCode","mo:UncertaintyQualityStrengthCode",1,0,"","","","A code indicating the source confidence of the uncertainty.","mo","UncertaintyQualityStrengthCodeType","mo:UncertaintyQualityStrengthCodeType",,,
"mo","Unit","mo:Unit",1,0,"","","","A military element whose structure is prescribed by competent authority.","mo","UnitType","mo:UnitType",,,
"mo","UnitAbbreviatedName","mo:UnitAbbreviatedName",1,0,"","","","An abbreviated unit name.","mo","AbbreviatedNameType","mo:AbbreviatedNameType",,,
"mo","UnitAugmentationPoint","mo:UnitAugmentationPoint",1,1,"","","","An augmentation point for type mo:UnitType",,,,,,
"mo","UnitCommandOrSupportRelationshipAssociation","mo:UnitCommandOrSupportRelationshipAssociation",1,0,"","","","A relationship describing the command or support relationship between two units.","mo","UnitCommandOrSupportRelationshipAssociationType","mo:UnitCommandOrSupportRelationshipAssociationType",,,
"mo","UnitCommandOrSupportRelationshipAssociationAugmentationPoint","mo:UnitCommandOrSupportRelationshipAssociationAugmentationPoint",1,1,"","","","An augmentation point for type mo:UnitCommandOrSupportRelationshipAssociationType",,,,,,
"mo","UnitCommandOrSupportRelationshipAssociationForceManagementID","mo:UnitCommandOrSupportRelationshipAssociationForceManagementID",1,0,"","","","An identifier used to identify an association between organizational elements.","mo","ForceManagementIDType","mo:ForceManagementIDType",,,
"mo","UnitCommandOrSupportRelationshipCategoryAbstract","mo:UnitCommandOrSupportRelationshipCategoryAbstract",1,1,"","","","A data concept for a kind of command or support relationship that exists between the subject and object units.",,,,,,
"mo","UnitCommandOrSupportRelationshipCategoryCode","mo:UnitCommandOrSupportRelationshipCategoryCode",1,0,"","","","A designator for a command or support relationship between the subject and object units.","mo","UnitCommandOrSupportRelationshipCategoryCodeType","mo:UnitCommandOrSupportRelationshipCategoryCodeType","mo","UnitCommandOrSupportRelationshipCategoryAbstract","mo:UnitCommandOrSupportRelationshipCategoryAbstract"
"mo","UnitCommandOrSupportRelationshipCommandingUnit","mo:UnitCommandOrSupportRelationshipCommandingUnit",1,0,"","","","A unit that has control or authority over a subordinate unit in a command or support relationship.","mo","UnitType","mo:UnitType",,,
"mo","UnitCommandOrSupportRelationshipSubordinateUnit","mo:UnitCommandOrSupportRelationshipSubordinateUnit",1,0,"","","","A unit that is under the authority or control of a commanding unit in a command or support relationship.","mo","UnitType","mo:UnitType",,,
"mo","UnitGeopoliticalAffiliationAbstract","mo:UnitGeopoliticalAffiliationAbstract",1,1,"","","","A data concept representing the country affiliation for an object.",,,,,,
"mo","UnitGeopoliticalAffiliationCode","mo:UnitGeopoliticalAffiliationCode",1,0,"","","","A designator representing the country affiliation for an object.","iso_3166","CountryAlpha2CodeType","iso_3166:CountryAlpha2CodeType","mo","UnitGeopoliticalAffiliationAbstract","mo:UnitGeopoliticalAffiliationAbstract"
"mo","UnitIdentificationCodeID","mo:UnitIdentificationCodeID",1,0,"","","","An identifier with a six-character, alphanumeric code that uniquely identifies each Active, Reserve, and National Guard unit of the Armed Forces. Also called UIC.","mo","SixAlphaNumericIDType","mo:SixAlphaNumericIDType",,,
"mo","UnitLineNumberID","mo:UnitLineNumberID",1,0,"","","","An identifier for a seven-character alphanumeric code that describes a unique increment of a unit deployment, i.e., advance party, main body, equipment by sea and air, reception team, or trail party, in the time-phased force and deployment data. Also called ULN. (JP 3-35)","mo","UnitLineNumberIDType","mo:UnitLineNumberIDType",,,
"mo","UnitMetadata","mo:UnitMetadata",1,0,"","","","Information that further qualifies primary data about a unit; data about unit data.","nc","MetadataType","nc:MetadataType",,,
"mo","UnitName","mo:UnitName",1,0,"","","","A character string assigned to represent a unit name.","mo","UnitNameType","mo:UnitNameType",,,
"mo","UnitOperationalStatusAbstract","mo:UnitOperationalStatusAbstract",1,1,"","","","A data concept that describes the operational status of a military entity.",,,,,,
"mo","UnitOperationalStatusCode","mo:UnitOperationalStatusCode",1,0,"","","","A designator that describes the operational status of a military entity.","mo","UnitOperationalStatusCodeType","mo:UnitOperationalStatusCodeType","mo","UnitOperationalStatusAbstract","mo:UnitOperationalStatusAbstract"
"mo","UnitPointOfContact","mo:UnitPointOfContact",1,0,"","","","A person serving as coordinator, action officer, or focal point for an activity.","nc","ContactInformationType","nc:ContactInformationType",,,
"mo","UnitPresentLocation","mo:UnitPresentLocation",1,0,"","","","A position or site occupied by the unit.","nc","LocationType","nc:LocationType",,,
"mo","UnitReinforcementAbstract","mo:UnitReinforcementAbstract",1,1,"","","","A data concept that gives the reinforcement for a unit that has additional or detached strength.",,,,,,
"mo","UnitReinforcementCode","mo:UnitReinforcementCode",1,0,"","","","A designator that gives the reinforcement for a unit that has additional or detached strength.","mo","UnitReinforcementCodeType","mo:UnitReinforcementCodeType","mo","UnitReinforcementAbstract","mo:UnitReinforcementAbstract"
