"TypeNamespacePrefix","TypeName","QualifiedType","ContentStyle","SimpleStyle","IsMetadata","IsAdapter","IsAugmentation","Keywords","ExampleContent","UsageInfo","Definition","SimpleTypeNamespacePrefix","SimpleTypeName","SimpleQualifiedType","ParentTypeNamespacePrefix","ParentTypeName","ParentQualifiedType"
"it","DeconsolidatorType","it:DeconsolidatorType","CCC","atomic",0,0,0,"","","","A data type representing the Name [and address] of the receiving party of a consolidated shipment, who divides the latter into its original single consignments and undertakes to make them available to be delivered.","","","","","",""
"it","DepartureType","it:DepartureType","CCC","",0,0,0,"","","","A data type for a departure from a crossing or other location for a means of transport","","","","nc","ActivityType","nc:ActivityType"
"it","DocumentAugmentationType","it:DocumentAugmentationType","CCC",,0,0,1,"","","","A data type for additional information about a document.","","","","","",""
"it","DutyTaxFeeType","it:DutyTaxFeeType","CCC","",0,0,0,"","","","A data type for a fee associated with a customs duty tax or tariff.","","","","nc","ObligationType","nc:ObligationType"
"it","EquipmentAugmentationType","it:EquipmentAugmentationType","CCC","",0,0,1,"","","","A data type for additional information about equipment.","","","","","",""
"it","ExporterType","it:ExporterType","CCC","",0,0,0,"","","","A data type for a name [and address] of party who makes - or on whose behalf - the export declaration - is made - and who is the owner of the goods or has similar right of disposal over them at the time when the declaration is accepted.","","","","","",""
"it","GoodsItemType","it:GoodsItemType","CCC","",0,0,0,"","","","A data type for a specific Item sent for sale, storage, or shipment.","","","","nc","ItemType","nc:ItemType"
"it","GoodsLocationType","it:GoodsLocationType","CCC","",0,0,0,"","","","A data type for a name of the place where goods are located.","","","","nc","LocationType","nc:LocationType"
"it","GoodsMeasureType","it:GoodsMeasureType","CCC","",0,0,0,"","","","A data type for a weight measurement characteristic.","","","","nc","MeasureType","nc:MeasureType"
"it","GoodsOriginType","it:GoodsOriginType","CCC","",0,0,0,"","","","A data type to identify the place of origin for the goods manufactured or produced.","","","","nc","LocationType","nc:LocationType"
"it","GoodsShipmentType","it:GoodsShipmentType","CCC","",0,0,0,"","","","A data type for a shipment of goods","","","","nc","ActivityType","nc:ActivityType"
"it","HazardousMaterialDataType","it:HazardousMaterialDataType","CCC","",0,0,0,"","","","A data type providing details of a hazardous material; i.e., a Substance Type that may cause harm.","","","","nc","SubstanceType","nc:SubstanceType"
"it","ImporterType","it:ImporterType","CCC","",0,0,0,"","","","A data type providing the name [and address] of party who makes-or on whose behalf a Customs clearing agent or other authorized person makes- an import declaration. This may include a person who has possession of the goods or to whom the goods are consi","","","","","",""
"it","IntermediateCarrierType","it:IntermediateCarrierType","CCC","",0,0,0,"","","","A data type representing a transit (in-bond) movement, the identity of the carrier's which transport the goods from consignor to exporting carrier and from importing carrier to consignee. A party providing the transport of goods between named points.","","","","","",""
"it","IntermediateConsigneeType","it:IntermediateConsigneeType","CCC","atomic",0,0,0,"","","","A data type representing the transit (in-bond) movement, the identity of the intermediate consignee who may take possession of the goods from consignor to exporting carrier and from importing carrier to consignee.","","","","","",""
"it","InvoiceLineType","it:InvoiceLineType","CCC","",0,0,0,"","","","A data type for an invoice line item.","","","","","",""
"it","InvoiceType","it:InvoiceType","CCC","",0,0,0,"","","","A data type for a non-negotiable commercial instrument issued by a seller to a buyer","","","","","",""
"it","ItineraryType","it:ItineraryType","CCC","",0,0,0,"","","","A data type to provide additional information describing a place of departure and arrival and associated dates during a trip by a conveyance.","","","","nc","DocumentType","nc:DocumentType"
"it","LoadingLocationType","it:LoadingLocationType","CCC","",0,0,0,"","","","A data type for a name of a seaport, airport, freight terminal, rail station or other place at which goods are loaded onto the transport means used for their carriage.","","","","nc","LocationType","nc:LocationType"
"it","LocationFunctionType","it:LocationFunctionType","CCC","",0,0,0,"","","","A data type for a location categorized on the function that it performs","","","","","",""
"it","ManifestAugmentationType","it:ManifestAugmentationType","CCC","",0,0,1,"","","","A data type for additional information about a manifest.","","","","","",""
"it","ManufacturerType","it:ManufacturerType","CCC","atomic",0,0,0,"","","","A data type representing the Name [and address] of party which manufactures goods.","","","","","",""
"it","MasterType","it:MasterType","CCC","",0,0,0,"","","","A data type representing the Name of the Master of a means of transport such as a vessel.","","","","nc","OrganizationType","nc:OrganizationType"
"it","MaterialHandlingEquipmentType","it:MaterialHandlingEquipmentType","CCC","atomic",0,0,0,"","","","A data type for an item of equipment used to move goods and materials between places of resting or use and conveyances that transport the goods and materials.","","","","it","TransportEquipmentType","it:TransportEquipmentType"
"it","NonVesselOperatingCarrierType","it:NonVesselOperatingCarrierType","CCC","atomic",0,0,0,"","","","A data type representing a common carrier that does not operate the vessels.","","","","","",""
"it","NotifyPartyType","it:NotifyPartyType","CCC","",0,0,0,"","","","A data type for a name [and address] of party to be notified.","","","","","",""
"it","ObligationAugmentationType","it:ObligationAugmentationType","CCC","",0,0,1,"","","","A data type for additional information about a payment.","","","","","",""
"it","ObligationGuaranteeType","it:ObligationGuaranteeType","CCC","",0,0,0,"","","","A data type for a set of details of how the obligation will be fulfilled","","","","","",""
"it","PackageType","it:PackageType","CCC","",0,0,0,"","","","A data type for an item packaged for containment, preservation, promotion, and/or protection of an article.","","","","nc","ItemType","nc:ItemType"
"it","PartyContactAssociationType","it:PartyContactAssociationType","CCC","",0,0,0,"","","","A data type for an association between a party and its contact information.","","","","nc","AssociationType","nc:AssociationType"
"it","PartyIDCategoryType","it:PartyIDCategoryType","CCC","",0,0,0,"","","","A data type for a category of Party ID","","","","","",""
"it","PartyIDType","it:PartyIDType","CCC","",0,0,0,"","","","A data type for the unique identity associated with an Organization, Person or Thing","","","","","",""
"it","PartyType","it:PartyType","CCC","",0,0,0,"","","","A data type for a Organization, Person or Thing associated with processing a Cargo entry.","","","","","",""
"it","PersonAugmentationType","it:PersonAugmentationType","CCC",,0,0,1,"","","","A data type for additional information about a person.","","","","","",""
"it","PreviousCustomsDocumentType","it:PreviousCustomsDocumentType","CCC","",0,0,0,"","","","A data type for a customs document that has been superseded by a more recent document.","","","","nc","DocumentType","nc:DocumentType"
"it","ProcessingEstablishmentType","it:ProcessingEstablishmentType","CCC","",0,0,0,"","","","A data type for a name [and address] of slaughtering, freezing, or other processing establishment.","","","","nc","OrganizationType","nc:OrganizationType"
"it","RepresentativePersonType","it:RepresentativePersonType","CCC","",0,0,0,"","","","A data type for a name [and address] of a person representing an organization","","","","nc","PersonType","nc:PersonType"
"it","RoleOfOrganizationCategoryType","it:RoleOfOrganizationCategoryType","CCC","",0,0,0,"","","","A data type for the role played by the Party/Organization in the given context of a transaction","","","","","",""
"it","SealType","it:SealType","CCC","atomic",0,0,0,"","","","A data type for information regarding a seal.","","","","","",""
"it","SellerType","it:SellerType","CCC","",0,0,0,"","","","A data type for a Name [and address] of a party selling merchandise or services to a buyer","","","","","",""
"it","ShippingContainerIdentificationType","it:ShippingContainerIdentificationType","CCC","",0,0,0,"","","","A data type for a shipping container identification number.","","","","","",""
"it","ShippingContainerLastLocationType","it:ShippingContainerLastLocationType","CCC","",0,0,0,"","","","A data type for the last known location of a shipping container.","","","","","",""
"it","ShippingContainerReferenceIDType","it:ShippingContainerReferenceIDType","CCC","",0,0,0,"","","","A data type for an identifier referenced to a shipping container.","","","","","",""
"it","ShippingContainerType","it:ShippingContainerType","CCC","",0,0,0,"","","","A data type for a reusable container for transporting goods and materials.","","","","it","TransportEquipmentType","it:TransportEquipmentType"
"it","StevedoreType","it:StevedoreType","CCC","atomic",0,0,0,"","","","A data type representing a party loading or unloading the cargo of (a ship) or vessel","","","","","",""
"it","StuffingEstablishmentType","it:StuffingEstablishmentType","CCC","atomic",0,0,0,"","","","A data type representing the Name [and address] of the location where the goods are loaded into the transport equipment.","","","","","",""
"it","TradePartyType","it:TradePartyType","CCC","",0,0,0,"","","","A data type for information about a trading party.","","","","","",""
"it","TradeTermType","it:TradeTermType","CCC","",0,0,0,"","","","A data type for a trade terms name of the point or port of departure, shipment or destination, as required under the applicable terms of delivery, e.g. Incoterm.","","","","","",""
"it","TranshipmentLocationType","it:TranshipmentLocationType","CCC","",0,0,0,"","","","A data type for a general description of the cargo commodities.","","","","nc","LocationType","nc:LocationType"
"it","TransitPrincipalType","it:TransitPrincipalType","CCC","",0,0,0,"","","","A data type for a party accepting liability for goods held or moving under a Customs authorization and - when applicable - a guarantee.","","","","","",""
"it","TransportActivityLocationType","it:TransportActivityLocationType","CCC","atomic",0,0,0,"","","","A data type to provide information regarding locations at which activities associated with a container are known to have occurred.","","","","","",""
"it","TransportContractDocumentType","it:TransportContractDocumentType","CCC","",0,0,0,"","","","A data type for a contract between multiple parties pertaining to cargo shipments e.g. export shipment with a carrier i.e. bill of lading(s) or manifest.","","","","nc","DocumentType","nc:DocumentType"
"it","TransportEquipmentType","it:TransportEquipmentType","CCC","atomic",0,0,0,"","","","A data type representing the equipment used in Means of Transport","","","","nc","EquipmentType","nc:EquipmentType"
"it","TransportMeansOperatorType","it:TransportMeansOperatorType","CCC","atomic",0,0,0,"","","","A data type representing the registered operator of means of transport.","","","","","",""
"it","TransportMeansOwnerType","it:TransportMeansOwnerType","CCC","atomic",0,0,0,"","","","A data type representing the registered owner of means of transport.","","","","","",""
"it","TransportMeansType","it:TransportMeansType","CCC","",0,0,0,"","","","A data type to identify the means of transport used.","","","","","",""
"it","UCRType","it:UCRType","CCC","",0,0,0,"","","","A data type for an UCR (Unique Customs Reference)","","","","nc","DocumentType","nc:DocumentType"
"it","UNDGContactType","it:UNDGContactType","CCC","atomic",0,0,0,"","","","A data type representing the Name [and address] of dangerous goods contact person or party who can provide detailed information concerning the dangerous goods shipment","","","","","",""
"it","UNDGNumberCodeTextType","it:UNDGNumberCodeTextType","CSC","",0,0,0,"","","","A data type for a textual decription occuring with the UNDG code for a hazardous material type.","","","","nc","TextType","nc:TextType"
"it","UnloadingLocationType","it:UnloadingLocationType","CCC","",0,0,0,"","","","A data type for a location where freight cargo (containers, equipment) is unloaded from a conveyance.","","","","nc","LocationType","nc:LocationType"
"it","ValuationAdjustmentType","it:ValuationAdjustmentType","CCC","",0,0,0,"","","","A data type for an adjustment to the valuation amounts.","","","","","",""
"it","WarehouseType","it:WarehouseType","CCC","",0,0,0,"","","","A data type for a warehouse","","","","nc","FacilityType","nc:FacilityType"
"it","WCODocumentCategoryType","it:WCODocumentCategoryType","CCC","",0,0,0,"","","","A data type for a category of a document(ex. Whether it is a invoice, bill of lading..)","","","","","",""
"it","WCODocumentFunctionCategoryType","it:WCODocumentFunctionCategoryType","CCC","",0,0,0,"","","","A data type for the codes that categorized the documents based on the functionality addressed by the document.","","","","","",""
"it","WCODocumentNameCategoryType","it:WCODocumentNameCategoryType","CCC","",0,0,0,"","","","A data type for the codes that categorized the documents based on the functionality addressed by the document.","","","","","",""
"itcodes","ApportionmentQualifierCategoryCodeSimpleType","itcodes:ApportionmentQualifierCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the different categories of  an apportioned conveyance.","xs","token","xs:token","","",""
"itcodes","ApportionmentQualifierCategoryCodeType","itcodes:ApportionmentQualifierCategoryCodeType","CSC","",0,0,0,"","","","A data type for the different categories of  an apportioned conveyance.","itcodes","ApportionmentQualifierCategoryCodeSimpleType","itcodes:ApportionmentQualifierCategoryCodeSimpleType","","",""
"itcodes","ContainerISO6346CodeSimpleType","itcodes:ContainerISO6346CodeSimpleType","S","atomic",0,0,0,"","","","A data type for ISO 6346 shipping container codes.","xs","token","xs:token","","",""
"itcodes","ContainerISO6346CodeType","itcodes:ContainerISO6346CodeType","CSC","",0,0,0,"","","","A data type for ISO 6346 shipping container codes.","itcodes","ContainerISO6346CodeSimpleType","itcodes:ContainerISO6346CodeSimpleType","","",""
"itcodes","ContainerKindCodeSimpleType","itcodes:ContainerKindCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the kinds of shipping container.","xs","token","xs:token","","",""
"itcodes","ContainerKindCodeType","itcodes:ContainerKindCodeType","CSC","",0,0,0,"","","","A data type for the kinds of shipping container.","itcodes","ContainerKindCodeSimpleType","itcodes:ContainerKindCodeSimpleType","","",""
"itcodes","ConveyanceRelationshipKindCodeSimpleType","itcodes:ConveyanceRelationshipKindCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the relationship that describes the way  in which the different conveyances are connected to each other","xs","token","xs:token","","",""
"itcodes","ConveyanceRelationshipKindCodeType","itcodes:ConveyanceRelationshipKindCodeType","CSC","",0,0,0,"","","","A data type for the relationship that describes the way  in which the different conveyances are connected to each other","itcodes","ConveyanceRelationshipKindCodeSimpleType","itcodes:ConveyanceRelationshipKindCodeSimpleType","","",""
"itcodes","DocumentCategoryCodeSimpleType","itcodes:DocumentCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the code that represents the kind of document that it represents.","xs","token","xs:token","","",""
"itcodes","DocumentCategoryCodeType","itcodes:DocumentCategoryCodeType","CSC","",0,0,0,"","","","A data type for a code set that represents the kind of document that it represents.","itcodes","DocumentCategoryCodeSimpleType","itcodes:DocumentCategoryCodeSimpleType","","",""
"itcodes","DutyTaxFeeCategoryCodeSimpleType","itcodes:DutyTaxFeeCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a DutyTaxFeeCategory","xs","token","xs:token","","",""
"itcodes","DutyTaxFeeCategoryCodeType","itcodes:DutyTaxFeeCategoryCodeType","CSC","",0,0,0,"","","","A data type for a DutyTaxFeeCategory","itcodes","DutyTaxFeeCategoryCodeSimpleType","itcodes:DutyTaxFeeCategoryCodeSimpleType","","",""
"itcodes","DutyTaxPaymentMethodCodeSimpleType","itcodes:DutyTaxPaymentMethodCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a code set that denotes the methods of payment for Duty Tax","xs","token","xs:token","","",""
"itcodes","DutyTaxPaymentMethodCodeType","itcodes:DutyTaxPaymentMethodCodeType","CSC","",0,0,0,"","","","A data type for a code set that denotes the methods of payment for Duty Tax","itcodes","DutyTaxPaymentMethodCodeSimpleType","itcodes:DutyTaxPaymentMethodCodeSimpleType","","",""
"itcodes","ExaminationPlaceCategoryCodeSimpleType","itcodes:ExaminationPlaceCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a category of Examination Place","xs","token","xs:token","","",""
"itcodes","ExaminationPlaceCategoryCodeType","itcodes:ExaminationPlaceCategoryCodeType","CSC","",0,0,0,"","","","A data type for a category of Examination Place","itcodes","ExaminationPlaceCategoryCodeSimpleType","itcodes:ExaminationPlaceCategoryCodeSimpleType","","",""
"itcodes","LocationActivityCodeSimpleType","itcodes:LocationActivityCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the kinds of facilities.","xs","token","xs:token","","",""
"itcodes","LocationActivityCodeType","itcodes:LocationActivityCodeType","CSC","",0,0,0,"","","","A data type for the kinds of facilities.","itcodes","LocationActivityCodeSimpleType","itcodes:LocationActivityCodeSimpleType","","",""
"itcodes","LocationFunctionCodeSimpleType","itcodes:LocationFunctionCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a location categorized on the function that it performs","xs","token","xs:token","","",""
"itcodes","LocationFunctionCodeType","itcodes:LocationFunctionCodeType","CSC","",0,0,0,"","","","A data type for a location categorized on the function that it performs","itcodes","LocationFunctionCodeSimpleType","itcodes:LocationFunctionCodeSimpleType","","",""
"itcodes","LocationKindCodeSimpleType","itcodes:LocationKindCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the kinds of locations that may appear on an itinerary.","xs","token","xs:token","","",""
"itcodes","LocationKindCodeType","itcodes:LocationKindCodeType","CSC","",0,0,0,"","","","A data type for the kinds of locations that may appear on an itinerary.","itcodes","LocationKindCodeSimpleType","itcodes:LocationKindCodeSimpleType","","",""
"itcodes","MeasureUnitCodeSimpleType","itcodes:MeasureUnitCodeSimpleType","S","atomic",0,0,0,"","","","A data type representing the type measure unit whether area, volume etc..","xs","token","xs:token","","",""
"itcodes","MeasureUnitCodeType","itcodes:MeasureUnitCodeType","CSC","",0,0,0,"","","","A data type for a type measure unit whether area, volume etc..","itcodes","MeasureUnitCodeSimpleType","itcodes:MeasureUnitCodeSimpleType","","",""
"itcodes","PackagingFormCodeSimpleType","itcodes:PackagingFormCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the various forms of packaging.","xs","token","xs:token","","",""
"itcodes","PackagingFormCodeType","itcodes:PackagingFormCodeType","CSC","",0,0,0,"","","","A data type for the various forms of packaging.","itcodes","PackagingFormCodeSimpleType","itcodes:PackagingFormCodeSimpleType","","",""
"itcodes","ProcessingEstablishmentIDCodeSimpleType","itcodes:ProcessingEstablishmentIDCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a the identification code specifying the slaughtering, freezing, or other processing establishment.","xs","token","xs:token","","",""
"itcodes","ProcessingEstablishmentIDCodeType","itcodes:ProcessingEstablishmentIDCodeType","CSC","",0,0,0,"","","","A data type for a the identification code specifying the slaughtering, freezing, or other processing establishment.","itcodes","ProcessingEstablishmentIDCodeSimpleType","itcodes:ProcessingEstablishmentIDCodeSimpleType","","",""
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the category of role played by the Party/Organization in the given context of a transaction","xs","token","xs:token","","",""
"itcodes","RoleOfPartyCategoryCodeType","itcodes:RoleOfPartyCategoryCodeType","CSC","",0,0,0,"","","","A data type for the role played by the Party/Organization in the given context of a transaction.","itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","","",""
"itcodes","SealIntactStatusCodeSimpleType","itcodes:SealIntactStatusCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the status conditions of seal.","xs","token","xs:token","","",""
"itcodes","SealIntactStatusCodeType","itcodes:SealIntactStatusCodeType","CSC","",0,0,0,"","","","A data type for the status conditions of seal.","itcodes","SealIntactStatusCodeSimpleType","itcodes:SealIntactStatusCodeSimpleType","","",""
"itcodes","SealVerificationStatusCodeSimpleType","itcodes:SealVerificationStatusCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the status of seal verification.","xs","token","xs:token","","",""
"itcodes","SealVerificationStatusCodeType","itcodes:SealVerificationStatusCodeType","CSC","",0,0,0,"","","","A data type for the status of seal verification.","itcodes","SealVerificationStatusCodeSimpleType","itcodes:SealVerificationStatusCodeSimpleType","","",""
"itcodes","ShapeCodeSimpleType","itcodes:ShapeCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the kinds of geometric shapes.","xs","token","xs:token","","",""
"itcodes","ShapeCodeType","itcodes:ShapeCodeType","CSC","",0,0,0,"","","","A data type for the kinds of geometric shapes.","itcodes","ShapeCodeSimpleType","itcodes:ShapeCodeSimpleType","","",""
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a status in the process","xs","token","xs:token","","",""
"itcodes","StatusCodeType","itcodes:StatusCodeType","CSC","",0,0,0,"","","","A data type for a status in the process","itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","","",""
"itcodes","TransportMeansCodeSimpleType","itcodes:TransportMeansCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the code that represents the kind of Transport means.","xs","token","xs:token","","",""
"itcodes","TransportMeansCodeType","itcodes:TransportMeansCodeType","CSC","",0,0,0,"","","","A data type for a Transport means.","itcodes","TransportMeansCodeSimpleType","itcodes:TransportMeansCodeSimpleType","","",""
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the UNECE Categorization of the container/Packaging.","xs","token","xs:token","","",""
"itcodes","UNECECategoryCodeType","itcodes:UNECECategoryCodeType","CSC","",0,0,0,"","","","A data type for an UNECE categorization of the container/Packaging.","itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","","",""
"itcodes","VolumeMeasureUnitCodeSimpleType","itcodes:VolumeMeasureUnitCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the units of measure in which volume may be expressed.","xs","token","xs:token","","",""
"itcodes","VolumeMeasureUnitCodeType","itcodes:VolumeMeasureUnitCodeType","CSC","",0,0,0,"","","","A data type for the units of measure in which volume may be expressed.","itcodes","VolumeMeasureUnitCodeSimpleType","itcodes:VolumeMeasureUnitCodeSimpleType","","",""
"j","AcademicAssessmentType","j:AcademicAssessmentType","CCC","",0,0,0,"","","","A data type for an institution or agency assessment process for determining academic needs of a subject.","","","","nc","AssessmentType","nc:AssessmentType"
"j","AcademicRecordType","j:AcademicRecordType","CCC","",0,0,0,"","","","A data type for a record of academic achievement for a subject.","","","","","",""
"j","AcademicSubjectMatterType","j:AcademicSubjectMatterType","CCC","",0,0,0,"","","","A data type for a specific course content related to core education and academic assessments and programs.","","","","","",""
"j","ActivityArrestAssociationType","j:ActivityArrestAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and an arrest.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityAugmentationType","j:ActivityAugmentationType","CCC",,0,0,1,"","","","A data type for additional information about an activity.","","","","","",""
"j","ActivityCaseAssociationType","j:ActivityCaseAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a case.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityChargeAssociationType","j:ActivityChargeAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a charge.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityCommunityServiceAssociationType","j:ActivityCommunityServiceAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and an assignment of community service.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityContactInformationAssociationType","j:ActivityContactInformationAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and contact information for that activity.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityCounselingAssociationType","j:ActivityCounselingAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and counseling.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityCourtAssociationType","j:ActivityCourtAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a court.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityCourtOrderAssociationType","j:ActivityCourtOrderAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a court order.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityCriminalOrganizationAssociationType","j:ActivityCriminalOrganizationAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a criminal organization.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityCustodyTransferAssociationType","j:ActivityCustodyTransferAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and transfer of custody.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityDriverLicenseAssociationType","j:ActivityDriverLicenseAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a driver license.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityEmailAddressAssociationType","j:ActivityEmailAddressAssociationType","CCC","",0,0,0,"","","","A data type for a relationship between an activity and an email address (e.g. harassing or threatening email).","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityEmployeeAssociationType","j:ActivityEmployeeAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and an employee.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityEvidenceAssociationType","j:ActivityEvidenceAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and evidence.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityFeeAssociationType","j:ActivityFeeAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a fee.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityForceAssociationType","j:ActivityForceAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a use of force.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityIncidentAssociationType","j:ActivityIncidentAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and an incident.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityInstantMessengerAssociationType","j:ActivityInstantMessengerAssociationType","CCC","",0,0,0,"","","","A data type for a relationship between an activity and an other contact address.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityJudgeAssociationType","j:ActivityJudgeAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a judge.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityJurisdictionAssociationType","j:ActivityJurisdictionAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a jurisdiction.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityLocationAssociationType","j:ActivityLocationAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a location.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityNetworkAddressAssociationType","j:ActivityNetworkAddressAssociationType","CCC","",0,0,0,"","","","A data type for a relationship between an activity and a network address.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityObligationAssociationType","j:ActivityObligationAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and an obligation.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityProgramAssociationType","j:ActivityProgramAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a program.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityReferralAssociationType","j:ActivityReferralAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a referral.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a release.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivitySanctionAssociationType","j:ActivitySanctionAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a sanction.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivitySentenceComputationAssociationType","j:ActivitySentenceComputationAssociationType","CCC","",0,0,0,"","","","A data type for a relationship between an activity and a sentence computation.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityServiceCallAssociationType","j:ActivityServiceCallAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a service call.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivitySubjectAssociationType","j:ActivitySubjectAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a subject.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityTelephoneNumberAssociationType","j:ActivityTelephoneNumberAssociationType","CCC","",0,0,0,"","","","A data type for a relationship between an activity and a telephone number.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityUnitAssociationType","j:ActivityUnitAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a unit.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityVictimAssociationType","j:ActivityVictimAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a victim.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityWarrantAssociationType","j:ActivityWarrantAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a warrant.","","","","nc","AssociationType","nc:AssociationType"
"j","ActivityWitnessAssociationType","j:ActivityWitnessAssociationType","CCC",,0,0,0,"","","","A data type for an association between an activity and a witness.","","","","nc","AssociationType","nc:AssociationType"
"j","AddressAugmentationType","j:AddressAugmentationType","CCC","",0,0,1,"","","","A data type for additional information about a Address.","","","","","",""
"j","AftercareServicesScreeningType","j:AftercareServicesScreeningType","CCC","",0,0,0,"","","","A data type for an evaluation of a parolee to determine the appropriate mental health services to be provided.","","","","nc","ActivityType","nc:ActivityType"
"j","AftercareType","j:AftercareType","CCC","",0,0,0,"","","","A data type for a type of service(s) specific to subjects after incarceration.","","","","","",""
"j","AlcoholTestResultQuantitySimpleType","j:AlcoholTestResultQuantitySimpleType","S","atomic",0,0,0,"","","2 digits.","A data type for blood alcohol content (BAC) Test Result.","xs","token","xs:token","","",""
